VOTER_ID	PIN_HASH	LASTNAME	FIRSTNAME	MIDDLE	SSN	MAILINGADDRESS	ZIP	SMD	SPLIT
017121449	1e94d0d42441c1758cfadbf4b3ae0b4fddb2d8c8	Torp	Magnus	Y	00009584	200 / 386 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
402363606	7588d2bbbc3119915882cf9085ba39af7b5f05c8	Skiles	Jaeden	K	00002303	200 / 387 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
543381459	a163c597c9784e72d0ac1ecb9e77bf4d01ca4890	Waelchi	Samanta	N	00006023	200 / 388 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
710132452	9d51f4b11e8df6bb1110223c190ded826b4b8998	Kozey	Adonis	R	00008542	200 / 389 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
051181042	bbb73fda88cf8f3cc743ce19892b45c7db1f1eb2	Mayer	Leonardo	W	00009898	200 / 390 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
150572032	414f52fe3c6657f78b0389a060625d22599dd208	Bergstrom	Lexi	V	00000829	200 / 391 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
073347440	b3df04b1b8667a6235364a4cc2d926365799aefe	Olson	Savanna	X	00007519	200 / 392 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
319647679	630d4370ee1288548f9ca6df3c3356e7beb41276	Greenfelder	Devin	C	00002035	200 / 393 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
987626879	3896e8c0af3cd2f1501da67420384ca3958c907b	Ullrich	Antonietta	F	00008624	200 / 394 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
383361170	23827834e5dc97fbc391c471b79381697f1dc624	Hessel	Prudence	NULL	00006345	200 / 395 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
014241468	8ea4e2317593c344b860b333ff9a92bc922d09dd	Doyle	Lia	Y	00007637	200 / 396 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
319414712	bb385dd680b68545e8acf8d16bc63b3ed60319e6	Williamson	Hosea	A	00008524	200 / 397 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
532066570	f6d93a47f39e7c26d2c46ebdb13b0ee64b72bee2	Graham	Amina	W	00000553	200 / 398 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
362851527	4b8d68ad4fee8c1fe923f4e657edfc358d7f62a2	Balistreri	Titus	V	00000848	200 / 399 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
348060421	006077696f3c95c132a8258c6b0803e303a010cf	Durgan	Kelsie	P	00006348	200 / 400 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
573283763	39f4379c39d63d85c75e4b87218b4f04d25db595	Bechtelar	Dolores	J	00005993	200 / 401 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
701041347	b3c520d8757b5a35f49611a3bb4d28680b934689	Jacobson	Rachelle	Z	00007009	200 / 402 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
539307852	8e1e1c5e376bf17e1b03280c54687c55777b79b9	Osinski	Juston	M	NULL	200 / 403 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
942015227	323a968cc1a49531ee74643971035eb54485db17	Mante	Flavio	W	NULL	200 / 404 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
370089783	9b4dbdec82471f115a7c265ff0a329ef6cd9b3a7	Powlowski	Adella	L	00002505	200 / 405 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
220660719	666a260f67525b5fba9f609775c196f2623c1b0d	Nolan	Palma	I	00002767	200 / 406 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
005579245	43d7b7204ae22832217375952da828ad1d960eec	McLaughlin	Janick	J	NULL	200 / 407 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
682650799	e16ca7ca4748be679a59c72bcbffdc964e38d97d	Murray	Janiya	Y	00008530	200 / 408 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
011159858	fd287d99608dd5808f3f75a186bff0dd4db56b86	Parisian	Anita	C	00000525	200 / 409 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
370572629	c7a0f01d982f99544bc21364698e8a7b930f7eb4	Nolan	Joseph	M	00001242	200 / 410 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
822420863	fd1fa077e00f25935a5699c88a339e179703c8a8	Gutkowski	Delores	Z	NULL	200 / 411 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
863708740	4024d5593f868ad406bf4d1efdf7917d21cbbde7	Gerlach	Rahsaan	P	00007352	200 / 412 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
856577653	0436b049859059bd0ce460c78e525c513d79b289	Cassin	Wilson	C	NULL	200 / 413 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
336157328	34d2b4ec799b9f645f058b59b3231a8a5523633a	Franecki	Evangeline	P	00008481	200 / 414 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
671947521	efc1c6936fd7759089964e1051286f3ba29c4ad3	Nader	Robert	I	00001340	200 / 415 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
673043103	dd0216c6a12c7cff601cca9d0a498d7a11912f30	Schmeler	Jeramy	D	00004549	200 / 416 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
874973012	1aa621a527cc3df52e4f36413e64645635c047e8	Kerluke	Stephan	B	00002933	200 / 417 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
007245447	347d776ff1ec08c28a4eef2f765b7217e70efa5c	Raynor	Tony	X	00001762	200 / 418 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
652831947	3a0a314f4ccacb8b808650b6cedfd1d705dcf4b9	Klocko	Sibyl	B	00003732	200 / 419 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
450256962	d110e1bc8183c678b3e3099a7e2af46dac03d168	Satterfield	Cordelia	W	00002319	200 / 420 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
548316892	04925e05c7d202b3d3470989ae98d3e33d17f5b4	Ebert	Johnpaul	B	NULL	200 / 421 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
309991147	24c3a603ba983ec4fbcd2a75c39184fd229cee5b	Skiles	Arnoldo	Z	00008491	200 / 422 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
533203299	ab3407857435ecc76cd60553a521a639df1c35b1	Bosco	Annamarie	U	00007326	200 / 423 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
759661123	b2f78ac32e38ca996d81634411d8e63ba2262691	Kuhn	Veronica	Z	00003619	200 / 424 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
243848624	940e304c40ef4e0e161200cb93ffce71f109b942	Pagac	Janis	G	00004748	200 / 425 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
492471821	8e8e86bf9652e68943bc116c00102c833f00e488	Koepp	German	W	00004500	200 / 426 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
244198110	c16526ec5fdb21a10541bcfa4c3bfa38f7f21815	Marquardt	Amya	G	00004289	200 / 427 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
302425618	d2c55f325c6b35191b7f9464b1d0d1db50c095d2	Marquardt	Amaya	NULL	00006266	200 / 428 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
849863700	e84e7bed002977c5b15c791f7075f60acd052291	Gerlach	Kris	N	00004782	200 / 429 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
805882179	bb6cbc9a7c43b1c972101c0157fbb7c055928bbc	Nitzsche	Elmo	Y	00002671	200 / 430 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
556194542	769b38eb20040323e11204a776d63acc8a340c55	Bergstrom	Christian	N	00004314	200 / 431 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
219476561	1918f0e2d4673cbfcfe8a6af486494d9c360e790	Huel	Khalil	J	00000626	200 / 432 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
298534049	1e365c40fbeed67005e0690057d577d075e28b5c	Dare	Vivien	Z	NULL	200 / 433 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
193722536	a70d1c82af07ba8625832eaa69c5315b9b59091a	Sauer	Brooklyn	A	00003087	200 / 434 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
969201067	10beb7903d28a2615ec51d8c553bae53641edce5	Hane	Cathy	R	NULL	200 / 435 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
694197088	81279cd50a395aa35c70ae7529b7f6bbcaa2a457	Graham	Jimmy	B	00000813	200 / 436 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
663983005	0ee80b41ac7dbbf7a17c115081bc0274a9a50594	Glover	Lenora	NULL	00005522	200 / 437 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
495849236	1baaab2b4b0398fed0759e601de466ada83d3420	Borer	Amara	D	00007404	200 / 438 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
136653191	7283d3eb880ddb43957dc544a479215e6eedc5e7	Wiza	Hubert	R	00000837	200 / 439 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
750860923	b9e3a12822ad0b4b043acd34c15b418d871c5eff	Schinner	Myron	J	00002014	200 / 440 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
306029244	7fc99e83b23af7b40c01eb2184e02911bff04eec	Lehner	Imani	R	00006761	200 / 441 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
230136719	f8c44eac9ea82fd2753f842ef161aa42e84611bf	Kling	Mervin	P	00009619	200 / 442 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
474763022	9da9dee87ce5de810a8e99676d6c385f8c92eb1d	DuBuque	Jamaal	B	00006862	200 / 443 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
307900507	95cc46205ed4008c79a9b6f60b2b623a8e3a4d04	Schmitt	Vernon	NULL	00004487	200 / 444 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
325091242	838897d8f906b124b5f848f3498ab6fa46e59cab	Rodriguez	Alexandria	A	00008118	200 / 445 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
153800253	4b6aadd3ffb2f32795c3b1cd5f0e7c72bc1a7a66	Lueilwitz	Queenie	T	00009970	200 / 446 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
728717852	124b1476424979711ca9ac25e86fa5d8150f6a17	Quigley	Emerald	Q	NULL	200 / 447 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
384228608	66eeeb549072c53561382e6e7defd0668ebf69d3	Reinger	Gaston	Y	00004831	200 / 448 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
486285128	83927c284cf6291a3c1c33650e8a549fb9f85ac1	Huel	Javon	M	00008592	200 / 449 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
247859375	15accb88587c008b53a02464b73a85aeac714c15	Weimann	Brittany	O	00009194	200 / 450 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
587982918	e5b110295b415f52a220b40db59464c852414e61	Lockman	Geo	Y	00000061	200 / 451 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
348824606	c272be1cc2ca2c8ffe8e5bf410731a12e618f5d7	Bradtke	Eva	I	00002362	200 / 452 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
650371892	06b2de4258697717b2e02b16bb0e7b5e19f24a6f	Lynch	Lucie	O	00002823	200 / 453 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
634356994	a496c0692eedec3f6191785407eb4b4d40e10c83	Nolan	Porter	O	00000109	200 / 454 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
614290155	ee926e54718a7bdb8552b827f05dd8550c8d0acc	Mueller	Addie	Y	00008187	200 / 455 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
356890221	e3e08bcf939223b867c28304fd285405a07a165e	White	Emmet	V	00003113	200 / 456 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
570376141	e1920760b07ba6005d7870de7b0fcd59f5b233f6	Kuvalis	Enoch	P	00001638	200 / 457 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
957728284	93cc413fb0b0400997841d4dfbd123ac6d0dd592	Schiller	Alyson	NULL	00007568	200 / 458 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
889978404	30550dacb7197a218e1d57ee9f1bfb7bb3f4ac9a	Rodriguez	Emerson	M	00009180	200 / 459 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
355514395	e03c33b7355dd300694dea78282a37b98acd505f	Krajcik	Christian	O	00004694	200 / 460 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
400085873	68b725a4478dafd8105ab8c56242fb4418ff9f93	Runolfsson	Leonie	Q	00000173	200 / 461 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
619514998	c22907b36f4b7401fa97d51993945b5e2da8de20	Upton	Jennifer	C	00008111	200 / 462 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
586596772	6ff1245f7ab0ba48d6b72cdbeceec63a5a100752	Douglas	Breanna	E	00007940	200 / 463 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
972367135	eb37541604abb95972b739218d29206c63d059f0	Zboncak	Adelle	Z	00002686	200 / 464 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
501143719	2e7bcc4fa0e7bf8da2d012b12845cfe3ade3d060	Beer	Melvina	J	00009142	200 / 465 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
785387583	867bb88a55747c9b598a62048046b62e42c45033	Anderson	Noah	J	00007895	200 / 466 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
165949797	59e3c3911855f362c9dd03c3843439997f33f3a5	Mante	Dina	M	NULL	200 / 467 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
271870971	80761ab08348dd85b3c24dd89b89c7cf66635f95	Konopelski	Alexys	B	00009355	200 / 468 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
234191344	25f64540043a3b972f008f1ebfd206d13630ecf5	Ward	Layla	NULL	NULL	200 / 469 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
022757063	ad008c8d4e594b996687d53bfd297fb8bc0a9d16	Hermann	Priscilla	U	00001612	200 / 470 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
648956271	4696ba1759086bd4e6c6ba23382f5060d7651670	Paucek	Coby	NULL	00005185	200 / 471 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
957842777	45d7811e5c288b0efa6b706b4a203426f38b647d	Dooley	Percy	S	00000552	200 / 472 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
626356047	9d30f6189358e88a4d18c8ff7cac7ad0cabc8325	Kris	Hoyt	K	00005418	200 / 473 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
960500915	a9e07a80903ad689200f5e609e58c5faf4e532fa	Cummerata	Cierra	J	NULL	200 / 474 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
190944467	b6119283e3d029b2b830530ed7d326efbaa73638	Wolf	Kaylin	R	00006230	200 / 475 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
223749259	3f1cc7e045ecd03a9813e97770105092b402336e	Satterfield	Jessika	N	00009690	200 / 476 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
378166615	2f7127186d0dc2ee8614e5518d98d55ea368f435	Gorczany	Joy	C	NULL	200 / 477 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
708461920	1c6ef592e352f19a3d17a6742844c3e6c58f2c79	Hodkiewicz	Jorge	I	00002035	200 / 478 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
205244401	df9b5ccaa95926855761d647e96e7587fe9e10ed	Rath	Billie	D	00001866	200 / 479 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
022848600	72976a6de1e5cb3626c6a3173cb3beed8799c78e	Johnson	Ophelia	N	00000392	200 / 480 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
414284572	3f56ff5cce7e50526aa79ba692d6142670e2389b	Blanda	Gertrude	O	NULL	200 / 481 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
394920039	7d8648d31858cee80ca667bb2ea6b16bd98e8823	Bogan	Aric	C	NULL	200 / 482 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
644461744	85499106ce5b908c9fef81f02edfd8e91ea56251	Nitzsche	Adelbert	O	00003713	200 / 483 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
131374610	fd9e945e6c712f6e2a96191623a5b766a2df71ef	Kub	Avery	U	NULL	200 / 484 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
663457535	5e64347041f64156c69761daade3a4de15b195e2	Gutmann	Elouise	D	00003414	200 / 485 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
054287535	2d05724b8dc7df9051097b1f9679b925d63d5128	Rodriguez	Carlos	F	00000693	200 / 486 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
535535969	d8c5ea1f3fbb0d35285d2282684c5011bb3502b3	Weimann	Edmund	Q	00004321	200 / 487 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
611772014	802f6fe8dc94b15ff234f70c04a4c36ec007e32f	Lang	Tod	J	00008983	200 / 488 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
490963430	ebeb9792f4ae8e327dde2e77204591e2f1eedb0d	Gutkowski	Nat	G	00004038	200 / 489 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
142745015	d5b661e0f5aef5d1103863eea9b8d11be2e4a3ad	Konopelski	Jules	N	00009328	200 / 490 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
201054714	7409c58d82469db2b794487a1f90751246f7215d	Rohan	Emiliano	NULL	00000649	200 / 491 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
275756630	bc6acd85bfeeb9f1e88362e5ed7ef3112887104a	Adams	Theo	D	00001215	200 / 492 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
430203640	0ea403d1ce7d4b2c341a867954e137d01cb6ccb1	Ferry	Gina	B	00007684	200 / 493 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
416814327	99f33b6fb92d9d56b9760097e83b3042f3d82af1	Willms	Magali	N	00002761	200 / 494 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
666663081	94448e7a8023e377883180d9a3075774acdda09f	Lakin	Brennon	A	00000949	200 / 495 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
636589403	354140a8fc7ecabc2c707fb159311a9eef0f6f01	Hansen	Samanta	B	00007669	200 / 496 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
979801537	4649dd362ecbc8c8c4e2349ea496291a1ddf6ab4	Gutkowski	Annabelle	Z	NULL	200 / 497 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
680145182	db56ead336928ba9fab09048f572c34f5f5442ba	Schultz	Maud	H	NULL	200 / 498 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
379635987	26b483e0150abfc92f7b5d257a2cf36c61f19874	Schmeler	Eda	G	00007965	200 / 499 HOMER ST, WASHINGTON DC 20001	20001	2C03	129 00
476520888	e330bd5bf3e3be260ef7a15cdef7bad6579e6a5d	Willms	Flavie	A	NULL	300 / 100 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
385573687	22f9ae072b87c4ab22d42438d62d3ce2946c45b2	Wisoky	Fritz	L	00008243	300 / 101 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
589473095	17c868ab2e83824636387392b19badcd1866a8fd	Kilback	Bridget	V	00009011	300 / 102 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
799231062	e271b4ec0600e043cb79be2ce467f6986b0e0122	Rau	Jeffrey	M	00007996	300 / 103 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
914719297	5e878a62ddc0dc13bd7e0b951cfb8d436da0e206	Schultz	Austin	R	NULL	300 / 104 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
531295591	46412abb90af298d5e18f954e5a02b95a9804b51	Rutherford	Hilbert	U	00008482	300 / 105 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
769851103	bb9551cdacf420069ab7a26d3d940788865e28c9	Connelly	Eugenia	T	00002653	300 / 106 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
817825356	e4a4d94226b9412120725788662f84811b36a144	Jerde	Lauretta	G	00008096	300 / 107 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
625465954	c7e2edd40a94ed2d0801d2d72cfb69aa8cd2c527	Haag	Reynold	N	NULL	300 / 108 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
432924151	9600321681daff800cf23e38ab1176b8a713b4be	Rosenbaum	Wilford	C	00009698	300 / 109 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
346137514	2356c4a1180d8d5de57438eba84f496c5d69b8e3	Baumbach	Greg	J	00006946	300 / 110 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
442440265	86e734b369fecd232c580b2988acf444cdd78da7	Monahan	Elvis	H	00009887	300 / 111 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
796081301	c10bbc7f37dcbcefeba314f599292189ca7501f6	Adams	Maye	G	00008194	300 / 112 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
800301741	7445a8ea6ba24d6884c2f1a0ac72e119ec94f371	Ferry	Moses	O	00005282	300 / 113 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
310851045	e10e7bffabcd337b51620298b1ecf708edc20888	Eichmann	Raul	P	00002737	300 / 114 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
276087400	9736e1fb60cc74eec9836f13be86297fdb0e93cc	Bergnaum	Marley	T	00005177	300 / 115 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
258489760	ac8948415c7e1e97d40b0eb63f5a48f80d00d5b7	Homenick	Freddy	G	00004226	300 / 116 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
516936940	dfd7e2e61bf0fc86754dac9ae21139b2cff4034d	Runolfsdottir	Rudy	NULL	00008623	300 / 117 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
560427676	cacdb52c14db0e8dadb2d21d57ce97029d291c71	Rice	Walton	E	00003209	300 / 118 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
275637000	9019a97bc5521582140c0e8fe5f308997afcd8b5	Zemlak	Brock	S	00005831	300 / 119 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
849106641	7a909144e94cf6c87a787e326bd69b13658e1b37	Torphy	Beatrice	I	00006924	300 / 120 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
112596541	2cd3d52e250865539740863d5e77122701c98458	Crist	Gabe	U	00004057	300 / 121 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
438344569	e170c111cd5ff36bee113fea6850ab071960c8b3	Bins	Madisyn	K	00001893	300 / 122 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
851193665	5287329476ec8789909dfe6a4e3947937e29d64a	Donnelly	Loyce	NULL	00003554	300 / 123 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
846284181	74d8f1eda9e536ee3138de9faa9bd964ffde897c	Hills	Dorian	I	NULL	300 / 124 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
533758391	d2ae83fbd0bcae5c5f1bbcf52da14c93e26bff95	Johns	Ramiro	H	00004602	300 / 125 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
508231820	c9acc4fe1466e3ac8cd79ccb2ee4251cfe8155d2	Stamm	Kamren	T	00005765	300 / 126 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
472433770	b52a9f799ee791c16bbca331fe3c47c81c12054c	Yost	Alfonzo	I	NULL	300 / 127 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
140758846	209a52b8a8e8f895aad4aa0c2c7f27e54a22c887	Greenfelder	Abbigail	G	00004495	300 / 128 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
479259963	03a1393b8b96482d1b88d4993809aa6966cca8a0	Rosenbaum	Ruby	Q	00001047	300 / 129 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
254702511	d0b35299d71205a15bc712a0d45bfa2fe16c8b57	Emard	Kristina	Y	00000957	300 / 130 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
291279361	284e30dfb157db3e01979d2984942db4365de143	Hand	Jules	L	00006283	300 / 131 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
651785635	602ed22e62a9c4a96ed55997921feffea7ab90f5	Ryan	Green	G	00008776	300 / 132 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
560087415	71f9802a8e0c2f878970c95145eca108ad7f7943	Cronin	Berta	K	00002840	300 / 133 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
096648665	cef2a5d5edd270cfb649600708b4c6d81e5f12d2	Mayert	Arvel	R	00008285	300 / 134 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
414469066	6e998a590b1c872517190f5e5e29b7de9cbfe5e7	Kuvalis	Delores	B	00009927	300 / 135 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
689597692	0ada859745c4b9f53db0266554e8505b688d90f7	Kris	Mariam	Q	00006745	300 / 136 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
497461249	5df1fa33b28b0475bf41842f5a07de3631bb72b0	Berge	Mohammad	C	00006309	300 / 137 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
844125120	1f30ca77a790a110c81cc77a005209eb167b0a8d	Crooks	Americo	V	00005848	300 / 138 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
783447098	739bc8a06df41acd5eab7c8fffc7511962eb097f	Quitzon	Caleigh	B	00009572	300 / 139 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
470763598	89745d0a6cd7b628b69e33768f4ee64ef3970644	Weimann	Colt	NULL	00005820	300 / 140 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
514194228	f64174cdb5f11397dcb4b4265b314af147176591	Strosin	Lillian	NULL	00007633	300 / 141 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
264364302	744ae6fa7712dd19f5e4bdf81a1a2fa538ae7b9d	Rolfson	Reva	F	00006535	300 / 142 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
515498770	e0a3d2fab478ffe2e479cddc8880c398b426f497	Crooks	Ada	U	00001705	300 / 143 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
386367546	21b12b1f912a75cbded915e473eaf60ccfa0f2a8	Rice	Wellington	X	00009548	300 / 144 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
763441364	71656b8119e1ec179678fe8fa5faf86d04476ec0	Bins	Evie	A	00006644	300 / 145 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
591089881	f05dde820f3910cb9b941c1bd1f18471c6b17697	O'Conner	Kathlyn	NULL	00004933	300 / 146 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
746814015	12429073787e5f801c1a8c9c06df93c939edc8a3	Greenfelder	Isabel	Q	00006532	300 / 147 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
710464423	f984b29a7aed651bdb0ba40247e5d4c7d41058ca	Fisher	Cassie	X	00009457	300 / 148 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
317755806	797c173480248767de4f53e9d32a5503171d5881	Spencer	Maritza	U	00003148	300 / 149 COWPER ST, WASHINGTON DC 20007	20007	3B05	11 00
